"";"X";"Data.mostreig";"darrers_14";"darrers_7";"set_i_set";"mitjana_7";"N1.Concentracio.final";"Cabal.influent.últimes.24h.calculat";"Laboratori";"EDAR";"load_N1";"log_14";"log_7";"log_7_7";"log_mean_7";"log_N1";"sim_median_1_5";"sim_median_2_4";"sim_median_3_3";"sim_median_4_2";"sim_median_5_1"
"970";970;"2021-01-11";524;307;696;43,86;42232,43;15140;"UB_Girones";"DVLG";639398990200;2,71933128698373;2,48713837547719;2,84260923961056;1,6420686273415;11,8057719460569;2794999,57198312;333710,065782229;38229,2508418702;4360,74574776821;516,900409889041
"971";971;"2021-01-11";1171;629;1365;89,86;67177,49;23700;"UB_Girones";"DMAT";1592106513000;3,06855689507236;2,79865064544527;3,13513265137677;1,95356641425701;12,2019721189675;6950655,40119273;833702,489542431;94407,1120875363;10785,520313426;1290,97082459475
"972";972;"2021-01-11";302;138;327;19,71;25233,55;24192;"UB_Girones";"DVIC";610450041600;2,48000694295715;2,13987908640124;2,51454775266029;1,29468662427944;11,7856501276663;2669008,04433626;321202,657838758;36333,7276710799;4120,51467409183;497,065756537968
"973";973;"2021-01-11";1290;689;1481;98,43;49885,62;42176,6;"UB_Girones";"DTRS";2104005840492;3,11058971029925;2,83821922190763;3,17055505852121;1,99312748510571;12,3230469410378;9197979,5218292;1103397,7522517;124657,22799047;14270,3392427999;1701,81268606501
"974";974;"2021-01-11";577;300;574;42,86;16672,08;15786;"UB_Girones";"DPAM";263185454880;2,76117581315573;2,47712125471966;2,75891189239797;1,63205216670581;11,4202618840304;1152918,49895271;138423,929384875;15696,8261271851;1792,24084955292;214,088616779535
"975";975;"2021-01-11";202;82;146;11,71;32220,42;5960;"UB_Girones";"DRIP";192033703200;2,30535136944662;1,91381385238372;2,16435285578444;1,06855689507236;11,2833774569809;840556,207132481;101498,799618069;11515,6675024124;1295,67693708919;155,97837800397
"976";976;"2021-01-11";211;128;320;18,29;8376,76;17271;"UB_Girones";"DOLO";144675021960;2,32428245529769;2,10720996964787;2,50514997831991;1,26221370547642;11,1603935569565;634792,416500736;75748,2548915103;8650,88034847519;984,388084160332;116,97330261024
"977";977;"2021-01-11";218;105;212;15;12469,91;10216;"UB_Girones";"DBLN";127392600560;2,3384564936046;2,02118929906994;2,32633586092875;1,17609125905568;11,1051442032797;558493,487810638;66428,3145227156;7615,75046316679;861,722233969162;103,428738443988
"978";978;"2021-01-11";172;105;184;15;230657,32;3212;"EURECAT";"DAMP";740871311840;2,23552844690755;2,02118929906994;2,26481782300954;1,17609125905568;11,8697427782744;3256930,68252251;389241,466754881;43900,1697640025;5000,47483935528;600,861103401874
"979";979;"2021-01-11";96;64;104;9,14;128006,71;8555;"EURECAT";"DBAL";1095097404050;1,98227123303957;1,80617997398389;2,01703333929878;0,960946195733831;12,0394527494593;4805350,4073051;572982,700125578;65393,5563233725;7390,85893132305;890,717860106802
"980";980;"2021-01-11";173;100;151;14,29;33520,68;27595;"EURECAT";"DFON";925003164600;2,2380461031288;2;2,17897694729317;1,15503222879097;11,9661432185401;4031885,84943347;486601,057581286;54958,5543168594;6274,00606247871;746,71608810005
"981";981;"2021-01-11";554;292;647;41,71;117104,41;53477;"EURECAT";"DLLE";6262392533570;2,74350976472843;2,46538285144842;2,8109042806687;1,62024018984583;12,7967402861842;27340114,1617393;3306552,675513;372140,981639712;42099,4129180895;5074,42621113047
"982";982;"2021-01-11";64;28;45;4;216240,71;977;"EURECAT";"DMOB";211267173670;1,80617997398389;1,44715803134222;1,65321251377534;0,602059991327962;11,3248320223648;924907,663677123;111196,161155491;12514,3004772124;1428,97596872367;171,795110491449
"983";983;"2021-01-11";3;3;4;0,43;17949,9;880;"EURECAT";"DPSU";15795912000;0,477121254719662;0,477121254719662;0,602059991327962;-0,366531544420413;10,1985447055899;68864,2483404864;8300,0886492686;936,219150650805;107,03846690055;12,830396264228
"984";984;"2021-01-11";889;479;1081;68,43;127623,75;15387;"EURECAT";"DRUS";1963746641250;2,94890176097021;2,68033551341456;3,03382569395331;1,83524653999631;12,2930854552407;8622223,23034135;1027725,81859214;117467,475214429;13335,9413704881;1597,56924980403
"985";985;"2021-01-11";107;68;135;9,71;300290,72;2380;"EURECAT";"DSOL";714691913600;2,02938377768521;1,83250891270624;2,13033376849501;0,987219229908005;11,8541188682929;3116687,06259802;372914,489692908;42933,8268368494;4850,18508990831;580,119364045125
"986";986;"2021-01-11";993;534;1142;76,29;224338,63;28470;"EURECAT";"DTAR";6386920796100;2,99694924849538;2,72754125702856;3,05766610390983;1,88246761489537;12,8052915305262;27861802,2114009;3352135,64230399;378422,372619795;43268,0197598079;5172,10526717181
"987";987;"2021-01-11";262;151;339;21,57;728904,73;6460;"EURECAT";"DTOT";4708724555800;2,41830129131975;2,17897694729317;2,53019969820308;1,33385014510255;12,6729032864515;20605930,1915058;2457910,4087334;280813,189669232;31939,1503731724;3817,9176650785
"988";988;"2021-01-11";75;34;77;4,86;92395,6;4175;"EURECAT";"DTRG";385751630000;1,8750612633917;1,53147891704226;1,88649072517248;0,686636269262293;11,5863077698577;1677200,56701498;202008,045680977;23034,849002757;2613,76845507499;312,441574855382
"989";989;"2021-01-11";825;497;1063;71;413676,15;30871;"Virus Entèrics-UB";"DMDV";12770596426650;2,91645394854993;2,69635638873333;3,0265332645233;1,85125834871908;13,1062111806428;55912522,5616803;6682700,90847476;759751,379802297;86801,6403240768;10370,0476761751
"990";990;"2021-01-11";118;50;116;7,14;2420136,77;9927;"Virus Entèrics-UB";"DBAY";24024697715790;2,07188200730613;1,69897000433602;2,06445798922692;0,853698211776174;13,380657931983;105081095,271257;12635110,3533726;1437141,87830767;164196,969413986;19448,8464179224
"991";991;"2021-01-11";631;311;654;44,43;1751970,37;40603;"Virus Entèrics-UB";"DGIR";71135252933110;2,80002935924413;2,49276038902684;2,81557774832427;1,64767631324087;13,8520848800549;311437766,813414;37252166,8184962;4252032,39969643;480082,789705494;57872,0588404506
"992";992;"2021-01-11";538;313;680;44,71;3199843,55;23760;"Virus Entèrics-UB";"DGRA";76028282748000;2,73078227566639;2,49554433754645;2,83250891270624;1,65040466986803;13,8809751811813;333182171,164916;39817162,0303436;4538457,31647727;516156,481803836;61671,9747678943
"993";993;"2021-01-11";1494;877;1683;125,29;4867138,8;55982;"Virus Entèrics-UB";"DMIR";272472164301600;3,17435059747938;2,94299959336604;3,22608411597582;2,09791640923733;14,4353221414468;1192219703,7243;142503567,439137;16224897,032368;1853730,56162536;220972,20651738
"994";994;"2021-01-11";519;277;557;39,57;4556916,88;17262;"Virus Entèrics-UB";"DVDP";78661499182560;2,71516735784846;2,44247976906445;2,74585519517373;1,59736605026603;13,8957622192223;342162634,177121;41108127,214186;4682005,37755539;535414,117104773;63827,6160675672
"995";995;"2021-01-11";5710;3237;7016;462,43;6890481,77;213122;"Virus Entèrics-UB";"DPDL";1468513255785940;3,75663610824585;3,51014269940257;3,84608958035798;2,66504600104359;15,1668778711099;6404339561,25245;767376184,909858;87573287,997208;9926275,61945385;1194203,94231683
"996";996;"2021-01-11";101;53;113;7,57;3373615,08;4977,95;"Virus Entèrics-UB";"DBER";16793687187486;2,00432137378264;1,72427586960079;2,05307844348342;0,879095879500073;13,2251460594123;73425006,4354481;8788110,06884531;997266,405793632;114051,424715718;13639,3156918162
"997";997;"2021-01-11";847;526;1012;75,14;3730677,83;27158;"Virus Entèrics-UB";"DRUB";101317748507140;2,92788341033071;2,72098574415374;3,00518051250378;1,87587119072737;14,0056855302915;441923859,068314;53081268,6281921;6031891,75494524;685356,951851372;82003,5569744669
"998";998;"2021-01-11";180;63;100;9;18375185,62;4337;"Virus Entèrics-UB";"DPUI";79693180033940;2,25527250510331;1,79934054945358;2;0,954242509439325;13,9014211570252;349732747,983944;41892833,2790211;4754240,44309652;539773,584005817;64599,0945601483
"999";999;"2021-01-11";425;201;416;28,71;3527865,03;19529;"Virus Entèrics-UB";"DABR";68895676170870;2,62838893005031;2,30319605742049;2,61909333062674;1,45803319249651;13,8381919668415;303216168,99761;35817963,2596762;4085580,18602358;468407,227066704;56241,237728472
"1000";1000;"2021-01-11";139;83;183;11,86;2945094,95;8764;"Virus Entèrics-UB";"DMRT";25810812141800;2,14301480025409;1,91907809237607;2,26245108973043;1,07408468902824;13,4118016699121;113095077,304781;13529933,7756268;1536115,05030076;175257,964066642;20954,3599742244
"1001";1001;"2021-01-11";1427;859;1918;122,71;5260591,35;20711;"Virus Entèrics-UB";"DSRS";108952107449850;3,15442397311465;2,93399316383124;3,28284860283464;2,08887995610805;14,0372356351788;475486862,715419;57216191,7352137;6505414,27909129;738422,956357736;88488,2729073873
"1002";1002;"2021-01-11";436;278;447;39,71;4096007,82;12924;"Virus Entèrics-UB";"DFIG";52936805065680;2,63948648926859;2,44404479591808;2,65030752313194;1,59889988706388;13,7237577264588;231762071,976341;27534075,7212448;3141374,14529271;357347,133618106;42985,9516664735
"1003";1003;"2021-01-11";296;148;326;21,14;2140536,69;11610;"Virus Entèrics-UB";"DVEN";24851630970900;2,47129171105894;2,17026171539496;2,51321760006794;1,32510498297141;13,3953548960238;108582612,289842;12995859,4613507;1477919,38133863;167979,59357829;20193,9430582198
"1004";1004;"2021-01-18";162;85;171;12,14;44318,24;4696;"UB_Girones";"DMAN";208118455040;2,20951501454263;1,92941892571429;2,23299611039215;1,08421868673924;11,3183105932662;911522,854656978;109039,977889022;12321,4361401573;1411,94129336437;169,800705239089
"1005";1005;"2021-01-18";567;287;489;41;17862,85;23520;"UB_Girones";"DIGU";420134232000;2,75358305889291;2,45788189673399;2,68930885912362;1,61278385671974;11,6233880687387;1838710,8454271;221673,222828147;25211,4049791834;2863,92009659347;340,80446202758
"1006";1006;"2021-01-18";725;368;615;52,57;26710,4;21849;"UB_Girones";"DMAS";583595529600;2,86033800657099;2,56584781867352;2,78887511577542;1,72073797701843;11,7661119564951;2552799,03505615;306732,411101219;34755,9759006041;3954,67653263558;473,455317782175
"1007";1007;"2021-01-18";101;44;74;6,29;61915,82;2265;"UB_Girones";"DSLL";140239332300;2,00432137378264;1,64345267648619;1,86923171973098;0,798650645445269;11,146869835351;611545,910824525;73475,5147376458;8379,94632087154;955,893717187736;113,75071174246
"1008";1008;"2021-01-18";2274;1246;2238;178;35542,03;40336;"UB_Girones";"DGVC";1433623322080;3,35679046035172;3,09551804232315;3,34986008219233;2,25042000230889;12,1564350574466;6294724,04625981;749287,749444823;85634,8747158442;9759,2281456098;1161,68924727707
"1009";1009;"2021-01-18";2175;1097;2123;156,71;22603,32;51290;"UB_Girones";"DSFL";1159324282800;3,33745926129066;3,04020662757471;3,326949994166;2,19509671061186;12,0642049325399;5057916,85456832;603986,979269028;68815,8808765933;7886,17681809561;941,209361619975
"1010";1010;"2021-01-18";11681;6201;11976;885,86;21118,64;319667;"UB_Girones";"DBSS";6750932292880;4,06748002393148;3,79246173134695;4,078311787335;2,94736509205445;12,8293637523414;29556737,3100001;3544841,66334826;399710,342094635;45825,4933423422;5491,17700151292
"1011";1011;"2021-01-18";696;389;750;55,57;59292,73;15600;"UB_Girones";"DVLG";924966588000;2,84260923961056;2,58994960132571;2,8750612633917;1,74484039678538;11,9661260452695;4046108,55579214;481103,331990407;55125,2761346093;6259,11861513984;750,556407309653
"1012";1012;"2021-01-18";1365;736;1475;105,14;36125,1;24700;"UB_Girones";"DMAT";892289970000;3,13513265137677;2,8668778143375;3,16879202031418;2,02176797268241;11,9505060112219;3903859,14638253;466827,218720251;52996,4228696727;6051,65277764053;722,47865275751
"1013";1013;"2021-01-18";327;189;364;27;12164,6;19778;"UB_Girones";"DVIC";240591458800;2,51454775266029;2,27646180417324;2,56110138364906;1,43136376415899;11,3812802054566;1053733,84860354;125803,557506426;14402,9751395247;1621,13618573158;195,480599496458
"1014";1014;"2021-01-18";1481;792;1526;113,14;89758,74;40069,2;"UB_Girones";"DTRS";3596560904808;3,17055505852121;2,89872518158949;3,18355453361886;2,05361617440439;12,5558874191198;15803318,8227181;1897024,63855382;213598,148102225;24155,8515398447;2919,7299047054
"1015";1015;"2021-01-18";574;274;454;39,14;37661,19;12062;"UB_Girones";"DPAM";454269273780;2,75891189239797;2,43775056282039;2,6570558528571;1,59262082132198;11,6573133626586;1974938,36909315;239906,715956737;27206,4816296318;3073,47341281324;368,221470541872
"1016";1016;"2021-01-18";146;64;108;9,14;45698,94;6123;"UB_Girones";"DRIP";279814609620;2,16435285578444;1,80617997398389;2,03342375548695;0,960946195733831;11,4468703860375;1224458,68443582;146194,126674979;16633,9916659889;1890,79043070588;226,611754931575
"1017";1017;"2021-01-18";320;192;474;27,43;68084,59;16384;"UB_Girones";"DOLO";1115497922560;2,50514997831991;2,28330122870355;2,67577834167409;1,43822580760453;12,0474687658152;4890422,41288766;588629,093017615;66570,4203421298;7468,18572290491;902,981376074242
"1018";1018;"2021-01-18";151;66;125;9,43;23745,48;7580;"UB_Girones";"DLDM";179990738400;2,17897694729317;1,81954393554187;2,09691001300806;0,974511692737328;11,2552501586297;790238,93730126;94354,8728280711;10715,5621039608;1221,962674156;145,813515881946
"1019";1019;"2021-01-11";725;357;725;51;5543,94;21940;"UB_Girones";"DMAS";121634043600;2,86033800657099;2,55266821611219;2,86033800657099;1,70757017609794;11,0850551446603;531724,267005021;63752,5191183019;7259,12283398176;825,55166333522;98,694746415307
"1020";1020;"2021-01-18";184;79;159;11,29;45704,49;3165;"EURECAT";"DAMP";144654710850;2,26481782300954;1,89762709129044;2,20139712432045;1,05269394192497;11,1603325815225;633858,508451047;75783,281608951;8573,2942051427;978,155607182497;117,629117787516
"1021";1021;"2021-01-18";104;40;83;5,71;43207,43;7206;"EURECAT";"DBAL";311352740580;2,01703333929878;1,60205999132796;1,91907809237607;0,756636108245848;11,4932526928084;1360406,42855185;163173,871015767;18604,3091493703;2106,27313126068;253,233906311683
"1022";1022;"2021-01-18";4;2;3;0,29;3760,49;653;"EURECAT";"DFAL";2455599970;0,602059991327962;0,301029995663981;0,477121254719662;-0,537602002101044;9,3901576194025;10717,5592411826;1283,64829534174;145,858859402088;16,592615860889;1,9935438082578
"1023";1023;"2021-01-18";151;74;119;10,57;72529,96;1680;"EURECAT";"DBBL";121850332800;2,17897694729317;1,86923171973098;2,07554696139253;1,02407498730743;11,0858267196759;532290,228656313;63992,8152511863;7327,81968963747;828,430419120534;98,8006840802725
"1024";1024;"2021-01-18";42;23;31;3,29;37353,56;1515;"EURECAT";"DCER";56590643400;1,6232492903979;1,36172783601759;1,49136169383427;0,517195897949974;10,7527446316183;248429,483395803;29686,2002449046;3355,57110162732;381,436016792983;45,8180475979805
"1025";1025;"2021-01-18";647;355;686;50,71;11497,49;44403;"EURECAT";"DLLE";510523048470;2,8109042806687;2,55022835305509;2,83632411570675;1,70509361054787;11,7080153538615;2236782,55634006;268669,040130785;30538,5912696643;3460,43726745094;415,716896924362
"1026";1026;"2021-01-18";180;99;190;14,14;31946,13;8259,83;"EURECAT";"DVAL";263869602957,9;2,25527250510331;1,99563519459755;2,27875360095283;1,15044940946088;11,4213893635888;1151140,91341014;138030,432127522;15677,8650050522;1787,74073491606;214,073585892416
"1027";1027;"2021-01-18";68;32;42;4,57;41627,39;1643;"EURECAT";"DMLN";68393801770;1,83250891270624;1,50514997831991;1,6232492903979;0,65991620006985;10,8350167453011;299155,619477549;35741,8312473704;4064,69748384991;464,909775635956;55,3730214055818
"1028";1028;"2021-01-18";1081;602;1040;86;73439,68;14774;"EURECAT";"DRUS";1084997832320;3,03382569395331;2,77959649125782;3,01703333929878;1,93449845124357;12,0354288705233;4737556,67099796;571241,091405984;64580,5114265004;7357,1429149063;879,360374098232
"1029";1029;"2021-01-18";135;67;119;9,57;125511,86;2163;"EURECAT";"DSOL";271482153180;2,13033376849501;1,82607480270083;2,07554696139253;0,980911937776844;11,4337412850107;1184699,43707829;141662,15823886;16158,076727581;1841,86081668865;221,273076137962
"1030";1030;"2021-01-18";1142;608;1188;86,86;25000,76;26044;"EURECAT";"DTAR";651119793440;3,05766610390983;2,78390357927274;3,07481644064517;1,93881982502621;11,8136608976985;2839711,41758657;341478,592103715;38982,9585857659;4399,67948568685;528,696617954179
"1031";1031;"2021-01-18";339;188;447;26,86;96846,92;6147;"EURECAT";"DTOT";595318017240;2,53019969820308;2,27415784926368;2,65030752313194;1,4291060083327;11,7747490266295;2620981,60342088;311301,572593996;35408,2755215495;4039,11880731353;482,980035142655
"1032";1032;"2021-01-18";15;7;15;1;210668,66;368;"EURECAT";"DSOR";77526066880;1,17609125905568;0,845098040014257;1,17609125905568;0;10,8894477515222;339181,608770017;40769,8759547402;4633,63631560483;526,250932200723;62,9659401542949
"1033";1033;"2021-01-18";103;62;153;8,86;94457,91;6674;"EURECAT";"DVIE";630412091340;2,01283722470517;1,79239168949825;2,1846914308176;0,947433721887051;11,7996245343544;2757220,20355037;331412,142810407;37573,5622639556;4231,65125343849;511,448518781516
"1034";1034;"2021-01-18";14;6;18;0,86;63079,75;581;"EURECAT";"DGAN";36649334750;1,14612803567824;0,778151250383644;1,25527250510331;-0,0655015487564323;10,5640660958386;160221,679663084;19265,4077365534;2181,07573598687;248,117353539041;29,6919032788104
"1035";1035;"2021-01-18";667;355;653;50,71;658043,48;35956;"Virus Entèrics-UB";"DLLL";23660611366880;2,82412583391655;2,55022835305509;2,81491318127507;1,70509361054787;13,3740259621783;103565346,283748;12377180,1778654;1403788,18072383;159449,204283737;19124,1230486904
"1036";1036;"2021-01-18";116;66;137;9,43;392132,2;10356;"Virus Entèrics-UB";"DBAY";4060921063200;2,06445798922692;1,81954393554187;2,13672056715641;0,974511692737328;12,60862454769;17728959,3163819;2124298,24587787;241356,863770871;27486,3514667172;3300,36926643863
"1037";1037;"2021-01-18";654;343;670;49;1088708,54;40706;"Virus Entèrics-UB";"DGIR";44316969829240;2,81557774832427;2,53529412004277;2,82607480270083;1,69019608002851;13,6465700578704;193407796,469523;23191038,3828862;2646011,83649197;299420,56375726;35853,1468852788
"1038";1038;"2021-01-18";680;367;702;52,43;1582115,82;22932;"Virus Entèrics-UB";"DGRA";36281079984240;2,83250891270624;2,56466606425209;2,84633711212981;1,71957985771372;13,5596802062881;158531771,118306;19187972,0069632;2164792,60378406;244398,60110324;29513,678961922
"1039";1039;"2021-01-18";1683;806;1565;115,14;1271615,89;51550;"Virus Entèrics-UB";"DMIR";65551799129500;3,22608411597582;2,90633504180509;3,19451434188247;2,06122622511912;13,8165846158017;287114148,5957;34332372,3084996;3896295,22985451;442279,869805549;53049,4292214249
"1040";1040;"2021-01-18";557;280;501;40;1258981,86;16161;"Virus Entèrics-UB";"DVDP";20346405839460;2,74585519517373;2,44715803134222;2,69983772586725;1,60205999132796;13,3084877029004;89090342,4552646;10665518,5861276;1213845,65956254;137065,819434182;16505,705662227
"1041";1041;"2021-01-18";7016;3779;7091;539,86;2888376,23;212842;"Virus Entèrics-UB";"DPDL";614767773545660;3,84608958035798;3,57737689191701;3,85070748537454;2,73228115035914;14,7887110934762;2672960912,42953;322211231,044994;36828855,8109303;4169218,25070162;498896,287889467
"1042";1042;"2021-01-18";113;60;85;8,57;2461805,88;4844,37;"Virus Entèrics-UB";"DBER";11925898550895,6;2,05307844348342;1,77815125038364;1,92941892571429;0,932980821923198;13,0764911106467;52250619,8905265;6237719,25115998;710239,902594798;80768,4871215405;9655,13694631136
"1043";1043;"2021-01-18";1012;486;1011;69,43;1124379,01;24656;"Virus Entèrics-UB";"DRUB";27722688870560;3,00518051250378;2,68663626926229;3,004751155591;1,84154716525655;13,4428353509402;121387187,817411;14572772,7351784;1648338,49987269;187347,392239192;22414,1436383845
"1044";1044;"2021-01-18";100;37;58;5,29;863924,92;4535;"Virus Entèrics-UB";"DPUI";3917899512200;2;1,56820172406699;1,76342799356294;0,723455672035186;12,5930532928489;17167750,5144635;2043637,0569917;234692,556964029;26506,7553421597;3183,03907573583
"1045";1045;"2021-01-18";416;215;375;30,71;1364638,75;18229;"Virus Entèrics-UB";"DABR";24875999773750;2,61909333062674;2,33243845991561;2,57403126772772;1,48727981644307;13,3957805441915;108628224,804487;12995592,8808256;1489776,50147193;169313,97254501;20187,5176944852
"1046";1046;"2021-01-18";183;100;203;14,29;2032088,18;8618;"Virus Entèrics-UB";"DMRT";17512535935240;2,26245108973043;2;2,30749603791321;1,15503222879097;13,243349039455;76419489,6805906;9196786,01314648;1040958,61891048;118876,729439958;14192,069074061
"1047";1047;"2021-01-18";1918;1059;1888;151,29;3048406,75;21342;"Virus Entèrics-UB";"DSRS";65059096858500;3,28284860283464;3,02489596010748;3,27600198996205;2,1798102228788;13,813308030171;284581858,750488;34280924,4069453;3881300,54069777;439222,539111998;52752,3941495894
"1048";1048;"2021-01-18";447;169;328;24,14;1495126,11;12888;"Virus Entèrics-UB";"DFIG";19269185305680;2,65030752313194;2,22788670461367;2,51587384371168;1,38273726576133;13,284863353227;84327301,7567351;10052868,4701148;1154093,7527197;130398,401806331;15620,7173835415
"1049";1049;"2021-01-18";326;178;303;25,43;214135,32;11750;"Virus Entèrics-UB";"DVEN";2516090010000;2,51321760006794;2,25042000230889;2,4814426285023;1,40534636017571;12,4007261733977;11027542,7370066;1317247,74626442;149565,436106412;17017,2009031085;2046,98719854138
"1050";1050;"2021-01-25";997;431;839;61,57;733027,47;30156;"Virus Entèrics-UB";"DMDV";22105176385320;2,99869515831166;2,63447727016073;2,9237619608287;1,78936915359148;13,3444939846509;96184384,6847707;11600086,9438837;1311257,67166618;150052,296885372;17878,6501165243
"1051";1051;"2021-01-25";137;71;148;10,14;392596,9;10422;"Virus Entèrics-UB";"DBAY";4091644891800;2,13672056715641;1,85125834871908;2,17026171539496;1,00603795499732;12,6118979348583;17972372,1000773;2144576,78248789;244161,317284928;27728,370645249;3317,37778939764
"1052";1052;"2021-01-25";670;327;691;46,71;1668238,11;41554;"Virus Entèrics-UB";"DGIR";69321966422940;2,82607480270083;2,51454775266029;2,8394780473742;1,66940986728778;13,8408708736397;302271132,429994;36363071,1366301;4147363,44765193;467772,451279362;56173,349754789
"1053";1053;"2021-01-25";702;335;569;47,86;1349155,04;23064;"Virus Entèrics-UB";"DGRA";31116911842560;2,84633711212981;2,52504480703685;2,75511226639507;1,67997269427742;13,4929964894653;136055880,494221;16351127,8058497;1856328,25931427;209810,76270488;25203,6910430793
"1054";1054;"2021-01-25";1565;759;1406;108,43;1216745,91;50303;"Virus Entèrics-UB";"DMIR";61205969510730;3,19451434188247;2,88024177589548;3,14798532068381;2,03514945777346;13,7867937816086;267705480,991831;32101690,0929361;3663025,7254813;413475,337247878;49381,2729704861
"1055";1055;"2021-01-25";501;221;410;31,57;1041249,52;16329;"Virus Entèrics-UB";"DVDP";17002563412080;2,69983772586725;2,34439227368511;2,61278385671974;1,49927458189222;13,2305144032486;74529936,3936458;8879681,25300679;1019485,56316032;115611,068604673;13824,7201648745
"1056";1056;"2021-01-25";7091;3312;6192;473,14;1529125,68;218744;"Virus Entèrics-UB";"DPDL";334487067745920;3,85070748537454;3,52009032811284;3,79183094767484;2,67498966553945;14,5243793313261;1457090175,01847;174795366,980209;20055391,4247499;2262567,29747771;271151,727589605
"1057";1057;"2021-01-25";85;25;64;3,57;960214,23;4103,54;"Virus Entèrics-UB";"DBER";3940277501374,2;1,92941892571429;1,39794000867204;1,80617997398389;0,552668216112193;12,5955268088996;17248135,1998764;2062905,64531537;234858,184944169;26616,1470469527;3204,09970658626
"1058";1058;"2021-01-25";1011;525;889;75;1914057,21;24764;"Virus Entèrics-UB";"DRUB";47399712748440;3,004751155591;2,72015930340596;2,94890176097021;1,8750612633917;13,6757757097723;205822643,306319;24720269,3358094;2822944,57096926;320369,736616605;38467,2494273326
"1059";1059;"2021-01-25";58;21;32;3;1913213,24;5158;"Virus Entèrics-UB";"DPUI";9868353891920;1,76342799356294;1,32221929473392;1,50514997831991;0,477121254719662;12,9942447154582;43129496,3230143;5178207,80319876;586628,408037094;66685,7806067068;7981,69486007644
"1060";1060;"2021-01-25";375;160;276;22,86;1026536,23;16776;"Virus Entèrics-UB";"DABR";17221171794480;2,57403126772772;2,20411998265592;2,44090908206522;1,35907622605926;13,2360626991828;75252657,787451;9041786,52466812;1023215,54974087;116415,404792801;14007,4950645215
"1061";1061;"2021-01-25";203;103;195;14,71;901557,89;8472;"Virus Entèrics-UB";"DMRT";7637998444080;2,30749603791321;2,01283722470517;2,29003461136252;1,16761267272753;12,8829795655681;33368978,9924588;3993466,52250305;452455,01422683;51862,7271932298;6150,19791790055
"1062";1062;"2021-01-25";1888;829;1504;118,43;4568854,49;20556;"Virus Entèrics-UB";"DSRS";93917372896440;3,27600198996205;2,91855453055027;3,17724783625562;2,07346172927984;13,9727459357718;410731253,003648;48979021,8926697;5586955,91236784;633367,527673215;76052,8001092587
"1063";1063;"2021-01-25";328;159;288;22,71;2539902,06;12564;"Virus Entèrics-UB";"DFIG";31911329481840;2,51587384371168;2,20139712432045;2,45939248775923;1,35621713421974;13,5039448980387;139072740,780424;16646669,8518304;1898875,40933777;215211,366467539;25975,4238203962
"1064";1064;"2021-01-25";303;125;234;17,86;402187,99;12176;"Virus Entèrics-UB";"DVEN";4897040966240;2,4814426285023;2,09691001300806;2,36921585741014;1,25188145455253;12,6899337371278;21348249,4874842;2564894,35608662;292466,269107619;33061,3084837345;3967,52368746793
"1065";1065;"2021-01-25";159;80;128;11,43;51517,6;3163;"EURECAT";"DAMP";162950168800;2,20139712432045;1,90308998699194;2,10720996964787;1,05804623039528;11,2120548146868;710759,884055616;85044,2345404722;9704,41980798371;1106,22499520407;131,720942168796
"1066";1066;"2021-01-25";83;43;72;6,14;37830,96;7380;"EURECAT";"DBAL";279192484800;1,91907809237607;1,63346845557959;1,85733249643127;0,788168371141168;11,4459037239303;1227110,60314677;147293,853540264;16605,6190938916;1882,32232108891;225,501510146371
"1067";1067;"2021-01-25";3;1;7;0,14;8608,8;410;"EURECAT";"DFAL";3529608000;0,477121254719662;0;0,845098040014257;-0,853871964321762;9,54772647510731;15461,8434002238;1850,63119873792;209,450379575418;24,0629840640064;2,85900763346872
"1068";1068;"2021-01-25";104;53;157;7,57;12143,84;22264;"EURECAT";"DFON";270370453760;2,01703333929878;1,72427586960079;2,19589965240923;0,879095879500073;11,4319592299098;1185985,90981807;142509,636068101;16201,9666141185;1836,93181143737;219,340519024745
"1069";1069;"2021-01-25";18;12;17;1,71;15307,4;461;"EURECAT";"DGAN";7056711400;1,25527250510331;1,07918124604762;1,23044892137827;0,232996110392154;9,84860235635288;30852,0672267179;3718,25464987548;423,106564573703;47,6287958154515;5,73426170638508
"1070";1070;"2021-01-25";686;331;703;47,29;4749,55;44411;"EURECAT";"DLLE";210932265050;2,83632411570675;2,51982799377572;2,84695532501982;1,67476931401543;11,3241430162564;922028,08945556;110369,565912195;12513,1287657268;1422,44642170771;170,685226981328
"1071";1071;"2021-01-25";28;11;21;1,57;2821,4;1147;"EURECAT";"DMOB";3236145800;1,44715803134222;1,04139268515823;1,32221929473392;0,195899652409234;9,51002807990842;14193,7326446841;1695,04344412564;192,943537416516;21,8475273813034;2,62181068430783
"1072";1072;"2021-01-25";3;2;3;0,29;24721,41;1148;"EURECAT";"DPSU";28380178680;0,477121254719662;0,301029995663981;0,477121254719662;-0,537602002101044;10,4530151254236;124031,802479854;14931,136181909;1684,09279592198;192,59332645592;23,1748889139152
"1073";1073;"2021-01-25";1040;438;698;62,57;41975,75;15144;"EURECAT";"DRUS";635680758000;3,01703333929878;2,6414741105041;2,84385542262316;1,79636615497752;11,8032390655741;2795246,56722836;332374,390688037;37766,5340253497;4277,91875833155;513,570941737416
