EDAR provincia;EDAR;Data mostreig;Mitjana darrers 7 dies (promig);Nº casos darrers 7 dies (acum);Nº casos darrers 14 dies (acum);Nº casos darrers 7 dies i següents 7 dies;Nº casos dia -7;Nº casos dia -6;Nº casos dia -5;Nº casos dia -4;Nº casos dia -3;Nº casos dia -2;Nº casos dia -1;Nº casos dia 0;Nº casos dia 1;Nº casos dia 2;Nº casos dia 3;Nº casos dia 4;Nº casos dia 5;Nº casos dia 6;Nº casos dia 7;Nº habitants municipis assistits EDAR;ID mostra;Laboratori;Mètode concentració;Data Concentració;Control intern proces/Concentració;Concentració de l'estoc/Concentracio;Volum afegit/Concentració;Data anàlisi molecular;Volum mostra processat;Volum control intern;Volum concentrat;Factor concentració;Volum de concentrat per extracció;Volum extracte RNA;Volum RNA per RT-qPCR;Volum equivalent analitzat;Observacions mostra;Control interno;CI Limit of detection (LDt);CI Limit of detection (LDe);CI Limit of detection (LQe);CI Ct (1)/rep#1;CI Ct (1)/rep#2;CI Ct (1/10)/rep#1;CI Ct (1/10)/rep#2;CI Concentracio final;CI Categoria;CI % Recuperació;N1 Nom diana;N1 Limit of detection (LDt);N1 Limit of detection (LDe);N1 Limit of detection (LQe);N1 Ct (1)/rep#1;N1 Ct (1)/rep#2;N1 Ct (1/10)/rep#1;N1 Ct (1/10)/rep#2;N1 Concentracio final;N1 Categoria;N1 càrrega;N1 spline;N1 tendència concentració;N1 tendència càrrega;N1 tendència spline;N2 Nom diana;N2 Limit of detection (LDt);N2 Limit of detection (LDe);N2 Limit of detection (LQe);N2 Ct (1)/rep#1;N2 Ct (1)/rep#2;N2 Ct (1/10)/rep#1;N2 Ct (1/10)/rep#2;N2 Concentracio final;N2 Categoria;N2 càrrega;N2 spline;N2 tendència concentració;N2 tendència càrrega;N2 tendència spline;IP4 Nom diana;IP4 Limit of detection (LDt);IP4 Limit of detection (LDe);IP4 Limit of detection (LQe);IP4 Ct (1)/rep#1;IP4 Ct (1)/rep#2;IP4 Ct (1/10)/rep#1;IP4 Ct (1/10)/rep#2;IP4 Concentracio final;IP4 Categoria;IP4 càrrega;IP4 spline;IP4 tendència concentració;IP4 tendència càrrega;IP4 tendència spline;E Nom diana;E Limit of detection (LDt);E Limit of detection (LDe);E Limit of detection (LQe);E Ct (1)/rep#1;E Ct (1)/rep#2;E Ct (1/10)/rep#1;E Ct (1/10)/rep#2;E Concentracio final;E Categoria;E càrrega;E spline;E tendència concentració;E tendència càrrega;E tendència spline;Adenovirus humans Nom diana;Adenovirus humans Limit of detection (LDt);Adenovirus humans Limit of detection (LDe);Adenovirus humans Limit of detection (LQe);Adenovirus humans Ct (1)/rep#1;Adenovirus humans Ct (1)/rep#2;Adenovirus humans Ct (1/10)/rep#1;Adenovirus humans Ct (1/10)/rep#2;Adenovirus humans Concentracio final;Adenovirus humans Categoria;Adenovirus humans càrrega;Adenovirus humans spline;Adenovirus humans tendència concentració;Adenovirus humans tendència càrrega;Adenovirus humans tendència spline;Slope;Trend;LowCI;HighCI;PDC;x;y;LLoc presa de mostra;Retorns al punt de mostreig;Tipus mostreig;Mostra integrada de;Tipus mostra integrada;Funcionament correcte mostrejador;Nº ampolles submostra;Freqüència de succió del mostrejador;Inici mostreig;Final mostreig;Cabal influent últimes 24h;Cabal influent últimes 24h calculat;Cabal màxim registrat;Cabal mínim registrat;Aigua residual de font industrial;Temperatura aigua residual entrada;Precipitació registrada últimes 24h;Conductivitat;SST;SSV;NO2;NO3;PO4;NH4;TKN;TP;pH;DQO;DQO filtrada;DBO5;E. coli;Observacions;Mostra enviada;CI Control interno;MS2  Nom diana;MS2  Limit of detection (LDt);MS2  Limit of detection (LDe);MS2  Limit of detection (LQe);MS2  Ct (1)/rep#1;MS2  Ct (1)/rep#2;MS2  Ct (1/10)/rep#1;MS2  Ct (1/10)/rep#2;MS2  Concentracio final;MS2  Categoria; Nom diana; Limit of detection (LDt); Limit of detection (LDe); Limit of detection (LQe); Ct (1)/rep#1; Ct (1)/rep#2; Ct (1/10)/rep#1; Ct (1/10)/rep#2; Concentracio final; Categoria;N1r Nom diana;N1r Limit of detection (LDt);N1r Limit of detection (LDe);N1r Limit of detection (LQe);N1r Ct (1)/rep#1;N1r Ct (1)/rep#2;N1r Ct (1/10)/rep#1;N1r Ct (1/10)/rep#2;N1r Concentracio final;N1r Categoria;N2r Nom diana;N2r Limit of detection (LDt);N2r Limit of detection (LDe);N2r Limit of detection (LQe);N2r Ct (1)/rep#1;N2r Ct (1)/rep#2;N2r Ct (1/10)/rep#1;N2r Ct (1/10)/rep#2;N2r Concentracio final;N2r Categoria
Lleida;DSOR;2022-02-14;1.86;13;58;18;4;2;2;1;1;1;2;3;0;2;0;0;0;0;0;2149;DSOR-2022-02-14;EURECAT;ULTRAFILTRACIO INNOVAPREP;2022-02-15;MS2;65400000.00;1000.00;2022-02-16;70.00;1000.00;0.45;155.56;250.00;70.00;5.00;2.78;;MS2;360.00;360.00;3600.00;100.00;100.00;22.10;22.06;3089349041.67;6.93;330.6643;N1;360.00;360.00;3600.00;31.77;32.15;34.95;35.67;108709.44;2.48;41744423682.54;42506121906.36;0,1453;0,16733683;0,306731493;N2;360.00;360.00;3600.00;31.40;31.32;33.59;33.98;229157.48;2.80;87996472900.99;87508928991.49;0,021;0,04304642;0,059206572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,014875;PLATEAU;-0,077184107;0,106934107;3,484427169;"0; 14; 28";"5.0363; 4.8910; 5.4528";Després de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;20 min;2022-02-14;2022-02-15;384.00;384;20.00;8.00;0.00;0.00;8.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lleida;DSOL;2022-02-14;7.43;52;184;83;19;6;4;10;5;6;2;5;7;17;2;0;0;0;0;10080;DSOL-2022-02-14;EURECAT;ULTRAFILTRACIO INNOVAPREP;2022-02-15;MS2;65400000.00;1000.00;2022-02-16;70.00;1000.00;0.31;225.81;250.00;70.00;5.00;4.03;;MS2;248.00;248.00;2480.00;100.00;100.00;21.44;21.44;3257982825.98;7.12;348.7138;N1;248.00;248.00;2480.00;33.32;33.56;36.50;36.96;27079.55;2.04;57056605107.53;38497765649.75;-0,6262;-0,613850363;-0,755733694;N2;248.00;248.00;2480.00;32.90;32.95;35.81;37.39;38422.94;2.19;80957135522.09;64553091530.59;-0,888;-0,875672803;-0,945904571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,043392857;PLATEAU;-0,124529411;0,211315125;10,50778069;"0; 7; 14";"4.4326; 5.0588; 5.0401";Després de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;1 h;2022-02-14;2022-02-15;2107.00;2107;200.00;60.00;0.00;8.00;0.00;1000.00;220.00;0.00;0.00;0.50;0.00;37.10;0.00;0.00;0.00;450.00;165.00;0.00;0.00;;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DSLL;2022-02-14;13.14;92;308;130;23;20;12;9;15;9;4;8;10;11;9;0;0;0;0;12356;DSLL-2022-02-14;UB_Girones;ultrafiltració;2022-02-15;MS2;0.00;1000.00;2022-02-17;80.00;800.00;0.30;266.67;140.00;70.00;5.00;2.67;;MS2;375.00;1631.25;3540.00;25.04;25.07;29.27;28.89;27256487.46;4.86;Infinity;N1;375.00;1901.25;3622.50;35.27;35.18;37.72;100.00;12956.22;1.54;35500043696.38;-144272439391.50;0,2739;0,286729224;NaN;N2;375.00;1631.25;3540.00;41.05;38.64;44.73;100.00;1021.05;0.43;2797669691.70;1365746789.13;-0,6442;-1,171332985;-1,198739367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,076728571;PLATEAU;-0,345615852;0,499072995;19,32421101;"0; 7; 14";"4.1125; 3.8386; 5.1867";Abans de dessorrador/desgreixador;FALSE;Automàtic;24h;Composta en relació al cabal (diferent volum per ampolla);1;24;20 min;2022-02-14;2022-02-15;2740.00;2740;166.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DSFL;2022-02-14;343.86;2407;7085;3382;543;451;404;362;267;182;198;337;298;215;125;0;0;0;0;341207;DSFL-2022-02-14;UB_Girones;ultrafiltració;2022-02-15;MS2;0.00;1000.00;2022-02-17;80.00;800.00;0.30;266.67;140.00;70.00;5.00;2.67;;MS2;375.00;1631.25;3540.00;25.61;25.62;29.43;29.83;18724845.66;4.70;Infinity;N1;375.00;1901.25;3622.50;33.46;33.12;100.00;100.00;48338.30;2.11;2240818730249.30;-1300943695780.75;-0,0241;0,952202127;NaN;N2;375.00;1631.25;3540.00;35.43;36.98;100.00;37.81;12433.06;1.52;576359539352.69;-384737389768.00;-0,2143;0,761919792;NaN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,02905;PLATEAU;-0,064298012;0,122398012;6,91779658;"0; 7; 14";"4.6843; 4.7084; 5.0910";Abans de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;;2022-02-14;2022-02-15;46357.00;46357;2771.00;615.00;0.00;0.00;0.00;2490.00;432.00;0.00;0.00;0.00;0.00;46.20;0.00;9.85;0.00;932.00;0.00;0.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tarragona;DRUS;2022-02-14;137.57;963;2703;1401;211;190;159;138;97;83;85;117;153;108;60;0;0;0;0;108581;DRUS-2022-02-14;EURECAT;ULTRAFILTRACIO INNOVAPREP;2022-02-15;MS2;65400000.00;1000.00;2022-02-16;70.00;1000.00;0.44;159.09;250.00;70.00;5.00;2.84;;MS2;352.00;352.00;3520.00;100.00;100.00;24.60;24.70;546429938.27;6.19;58.4864;N1;352.00;352.00;3520.00;34.94;34.69;36.88;36.98;24072.40;1.83;369174365418.54;711907023059.31;-1,0353;-1,016515994;-0,578250134;N2;352.00;352.00;3520.00;34.43;34.21;36.90;36.67;33070.18;1.97;507164265886.22;1123905958720.00;-1,2498;-1,231049213;-0,79338816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,054364286;PLATEAU;-0,286609834;0,395338406;13,33506178;"0; 7; 14";"4.3815; 5.4168; 5.1426";Abans de dessorrador/desgreixador;FALSE;Automàtic;24h;Composta en relació al cabal (diferent volum per ampolla);1;8;1 h;2022-02-14;2022-02-15;15336.00;15336;17540.00;1100.00;250.00;16.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"L'aparell de presa de mostres té 4 botelles de 10 litres i la presa de mostra és realitza de manera proporcional al cabal d'entrada a l'estar connectat al cabalímetre d'entrada de l'EDAR, la mostra integrada (24h) s'obté de barrejar directament les quatre submostres que es prenen amb intervals de sis hores.
Precipitació de l'estació de Riudecanyes.

";TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DRUB;2022-02-14;164.00;1148;3436;1642;247;223;198;162;138;92;88;152;157;104;81;0;0;0;0;168470;DRUB-2022-02-14;Virus Enterics-UB;Al(Oh)3;2022-02-15;TGEV;110000000.00;10.00;2022-02-15;200.00;10.00;2.30;86.96;150.00;100.00;5.00;0.65;;TGEV;1533.33;1533.33;0.00;24.99;24.82;28.02;28.17;1897607.32;3.09;34.5020;N1;1533.33;47533.33;43623.33;31.72;31.83;34.11;34.32;518804.31;2.53;11473876071430.44;12797595459808.00;-0,2142;-0,162817323;-0,078665676;;;;;;;;;;;;;;;;IP4;1533.33;125733.33;67451.33;36.44;37.05;39.20;40.18;37818.87;1.39;836402199758.79;3708705943540.00;-0,4739;-0,673801492;NaN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,027192857;INCREASE;0,014772494;0,03961322;6,461567713;"0; 7; 14";"5.7150; 5.9292; 6.0957";Abans de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;;2022-02-14;2022-02-15;22116.00;22116;1188.00;398.00;35.00;18.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Girona;DRIP;2022-02-14;12.86;90;192;133;18;18;9;10;22;6;7;20;8;7;8;0;0;0;0;13909;DRIP-2022-02-14;UB_Girones;ultrafiltració;2022-02-15;MS2;0.00;1000.00;2022-02-17;80.00;800.00;0.30;266.67;140.00;70.00;5.00;2.67;;MS2;375.00;1631.25;3540.00;25.11;24.69;27.69;28.11;42560535.90;5.05;Infinity;N1;375.00;1901.25;3622.50;34.00;34.32;37.93;35.55;45546.41;2.08;536400051627.48;582176428032.88;-0,1884;-0,151584098;0,008141826;N2;375.00;1631.25;3540.00;37.85;37.44;40.09;42.02;3626.62;0.99;42710686107.99;33821345246.88;-1,0958;-1,058956962;-1,152938832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,0076;PLATEAU;-0,133418018;0,118218018;-1,734741717;"0; 7; 14";"4.6585; 4.8469; 4.5521";Altres;FALSE;Manual;;Composta per hores (igual volum per ampolla);1;24;20 min;2022-02-14;2022-02-14;11777.00;11777;621.00;335.00;0.00;8.30;4.00;455.00;389.00;0.00;0.24;0.20;0.00;16.70;24.60;4.52;7.26;0.00;0.00;0.00;0.00;s'agafa una mostra puntual en el punt de mostreig PR3 degut a que el cabal d'entrada és superior al normal degut a una infiltració d'aigües blanques en el col.lector en alta.;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Girona;DPUI;2022-02-14;6.43;45;93;68;10;9;7;6;9;0;4;5;8;7;3;0;0;0;0;10675;DPUI-2022-02-14;Virus Enterics-UB;Al(Oh)3;2022-02-15;TGEV;110000000.00;10.00;2022-02-15;200.00;10.00;3.00;66.67;150.00;100.00;5.00;0.50;;TGEV;2000.00;2000.00;0.00;25.31;25.38;28.11;28.40;2049194.27;3.01;37.2581;N1;2000.00;62000.00;56900.00;31.14;31.31;33.87;33.85;896742.88;2.65;3938494743843.36;4271776853150.00;-0,0918;-0,052052489;0,037144541;;;;;;;;;;;;;;;;IP4;2000.00;164000.00;87980.00;39.08;39.66;38.03;38.46;147036.84;1.87;645785784133.39;770887204170.00;0,3384;0,397856921;1,493033693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,003214286;PLATEAU;-0,032875071;0,039303643;0,74286227;"0; 7; 14";"5.9527; 6.0445; 5.9977";Altres;FALSE;Automàtic;24h;;1;24;20 min;2022-02-14;2022-02-15;4392.00;4392;269.00;70.00;0.00;8.30;1.80;750.00;542.00;0.00;0.19;0.44;0.00;31.00;78.60;7.96;7.22;763.00;84.10;0.00;0.00;Nitrògen és total;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DPDL;2022-02-14;1062.86;7440;21739;10573;1795;1379;1182;998;975;579;532;991;908;756;478;0;0;0;0;1593237;DPDL-2022-02-14;Virus Enterics-UB;Al(Oh)3;2022-02-15;TGEV;110000000.00;10.00;2022-02-15;200.00;10.00;4.50;44.44;150.00;100.00;5.00;0.33;;TGEV;3000.00;3000.00;0.00;26.26;26.24;29.14;29.17;1669811.98;2.75;30.3602;N1;3000.00;93000.00;85350.00;32.47;32.43;34.76;34.77;682937.33;2.36;131272846757236.14;143179206724160.00;0,0236;0,03823058;0,173894375;;;;;;;;;;;;;;;;IP4;3000.00;246000.00;131970.00;39.05;40.22;39.93;39.46;81803.85;1.44;15724173197627.17;26133475164608.00;-0,0473;-0,240385422;NaN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,007385714;PLATEAU;-0,031828262;0,046599691;1,715166487;"0; 7; 14";"5.8344; 5.8108; 5.9378";Abans de dessorrador/desgreixador;TRUE;Automàtic;24h;;1;24;20 min;2022-02-14;2022-02-15;192218.00;192218;8740.00;6442.00;0.00;0.00;0.00;1479.00;1460.00;0.00;0.00;0.00;0.00;72.20;0.00;27.00;7.30;2321.00;0.00;0.00;0.00;Estem fent buidats de decantació secundàtria que afecten al punt de mostreig;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Girona;DPAM;2022-02-14;47.00;329;1010;473;79;58;62;44;44;22;20;50;46;27;21;0;0;0;0;58479;DPAM-2022-02-14;UB_Girones;ultrafiltració;2022-02-15;MS2;0.00;1000.00;2022-02-17;80.00;800.00;0.30;266.67;140.00;70.00;5.00;2.67;;MS2;375.00;1631.25;3540.00;25.59;25.43;29.97;29.03;20595622.44;4.74;Infinity;N1;375.00;1901.25;3622.50;35.82;35.52;100.00;37.86;10723.71;1.46;175536442899.45;-516515990735.38;-0,6222;-0,575623535;NaN;N2;375.00;1631.25;3540.00;37.00;36.55;44.18;41.94;6009.21;1.20;98364736771.75;-135182838944.50;-0,28;-0,233456752;NaN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,077985714;INCREASE;0,038250968;0,117720461;19,67011663;"0; 7; 14";"4.0303; 4.6525; 5.1221";Abans de dessorrador/desgreixador;TRUE;Automàtic;24h;;1;24;20 min;2022-02-14;2022-02-15;16369.00;16369;0.00;0.00;0.00;0.00;0.00;1735.00;493.00;0.00;0.00;0.00;0.00;47.00;66.00;8.70;7.70;873.00;0.00;408.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Girona;DOLO;2022-02-14;29.71;208;574;283;53;44;36;20;30;14;11;28;27;9;11;0;0;0;0;44659;DOLO-2022-02-14;UB_Girones;ultrafiltració;2022-02-15;MS2;0.00;1000.00;2022-02-17;80.00;800.00;0.30;266.67;140.00;70.00;5.00;2.67;;MS2;375.00;1631.25;3540.00;25.37;24.70;29.52;29.52;25042038.60;4.82;Infinity;N1;375.00;1901.25;3622.50;34.39;34.61;37.85;100.00;16570.84;1.65;230516991012.52;293340710249.25;-0,615;-0,604911495;-0,362493342;N2;375.00;1631.25;3540.00;36.45;37.52;40.59;42.55;4141.13;1.04;57607298746.67;54880882325.25;0,0681;0,310917874;NaN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,020978571;PLATEAU;-0,222819877;0,26477702;4,949064434;"0; 7; 14";"4.2193; 4.8343; 4.5130";Abans de dessorrador/desgreixador;TRUE;Automàtic;24h;;1;24;20 min;2022-02-14;2022-02-15;13911.00;13911;0.00;0.00;0.00;11.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DMRT;2022-02-14;21.71;152;486;204;42;17;31;17;23;8;14;23;10;12;7;0;0;0;0;28189;DMRT-2022-02-14;Virus Enterics-UB;Al(Oh)3;2022-02-15;TGEV;110000000.00;10.00;2022-02-15;200.00;10.00;2.30;86.96;150.00;100.00;5.00;0.65;;TGEV;1533.33;1533.33;0.00;24.63;24.54;27.67;27.91;2342300.34;3.18;42.5873;N1;1533.33;47533.33;43623.33;32.35;32.21;35.63;35.67;256584.38;2.22;2008285945588.94;3181507696244.00;-0,8026;-0,792565185;-0,466948034;;;;;;;;;;;;;;;;IP4;1533.33;125733.33;67451.33;38.29;36.52;39.13;38.22;87119.26;1.75;681882447930.19;896803461120.00;-0,6346;-0,624525514;-0,410350997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,044978571;PLATEAU;-0,209026968;0,298984111;10,91200887;"0; 7; 14";"5.4092; 6.2118; 6.0389";Abans de dessorrador/desgreixador;TRUE;Automàtic;24h;;1;24;1 h;2022-02-14;2022-02-15;7827.00;7827;0.00;0.00;0.00;0.00;0.00;2210.00;266.00;0.00;0.00;0.00;0.00;41.40;56.70;6.60;7.60;655.00;0.00;0.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lleida;DMOF;;19.43;136;353;191;40;24;19;9;21;9;14;19;18;10;8;0;0;0;0;15185;DMOF-2022-02-14;EURECAT;ULTRAFILTRACIO INNOVAPREP;2022-02-15;MS2;65400000.00;1000.00;2022-02-16;70.00;1000.00;0.41;170.73;250.00;70.00;5.00;3.05;;MS2;328.00;328.00;3280.00;100.00;100.00;21.90;21.71;3386467940.51;7.01;362.4660;N1;328.00;328.00;3280.00;32.62;33.08;35.41;35.30;73411.97;2.35;173594833100.84;NaN;-0,6334;NaN;NaN;N2;328.00;328.00;3280.00;32.43;32.04;34.96;34.37;120135.88;2.56;284081304319.97;NaN;-1,0295;NaN;NaN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;2364,666667;NaN;NaN;NaN;NaN;NaN;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tarragona;DMLN;;7.00;49;156;90;9;9;9;8;7;3;4;11;10;16;4;0;0;0;0;8777;DMLN-2022-02-14;EURECAT;ULTRAFILTRACIO INNOVAPREP;2022-02-15;MS2;65400000.00;1000.00;2022-02-16;70.00;1000.00;0.46;152.17;250.00;70.00;5.00;2.72;;MS2;368.00;368.00;3680.00;100.00;100.00;24.95;24.58;532899558.12;6.16;57.0382;N1;368.00;368.00;3680.00;32.79;32.65;36.91;35.86;59826.34;2.21;106072099649.13;NaN;0,8114;0,793393953;NaN;N2;368.00;368.00;3680.00;32.37;32.37;37.16;34.98;85139.94;2.36;150953119068.19;NaN;0,8434;0,82545322;NaN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;1773;NaN;NaN;NaN;NaN;NaN;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DMIR;2022-02-14;256.71;1797;5347;2495;413;335;300;246;213;130;160;224;229;151;94;0;0;0;0;269784;DMIR-2022-02-14;Virus Enterics-UB;Al(Oh)3;2022-02-15;TGEV;110000000.00;10.00;2022-02-15;200.00;10.00;2.30;86.96;150.00;100.00;5.00;0.65;;TGEV;1533.33;1533.33;0.00;24.95;24.76;29.12;28.85;1468909.82;2.98;26.7075;N1;1533.33;47533.33;43623.33;31.67;31.42;34.62;35.01;436313.81;2.45;20278557117275.34;23895655938616.00;-0,3587;-0,38652283;-0,28802372;;;;;;;;;;;;;;;;IP4;1533.33;125733.33;67451.33;38.16;36.52;39.90;38.05;81663.12;1.73;3795456938004.80;2723214083584.00;-0,2514;-0,279181142;-0,243452534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,045328571;INCREASE;0,023768696;0,066888447;11,00142942;"0; 7; 14";"5.6398; 5.9985; 6.2744";Després de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;15 min;2022-02-14;2022-02-15;46477.00;46477;2570.00;924.00;0.00;19.00;0.00;1631.00;358.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;7.90;916.00;0.00;0.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DMAT;2022-02-14;156.29;1094;3303;1560;247;195;197;165;137;78;75;156;127;119;64;0;0;0;0;188197;DMAT-2022-02-14;UB_Girones;ultrafiltració;2022-02-15;MS2;0.00;1000.00;2022-02-17;80.00;800.00;0.30;266.67;140.00;70.00;5.00;2.67;;MS2;375.00;1631.25;3540.00;26.22;25.55;28.94;29.04;21058026.93;4.75;Infinity;N1;375.00;1901.25;3622.50;35.18;34.92;37.90;36.86;24096.26;1.81;548479142940.21;-5141316540016.00;-0,555;-0,570980245;NaN;N2;375.00;1631.25;3540.00;37.34;38.37;38.71;36.90;35219.70;1.97;801670786082.21;630943471332.00;0,0884;0,072318458;0,465632769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NaN;ERROR;NaN;NaN;NaN;"0; 7; NaN";"4.3819; 4.9369; 4.8722";Després de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;20 min;2022-02-14;2022-02-15;22762.00;22762;2600.00;200.00;35.00;0.00;0.10;1870.00;318.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.70;660.00;0.00;0.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DMAS;2022-02-14;71.86;503;1522;725;123;77;80;54;82;51;36;85;53;64;20;0;0;0;0;92243;DMAS-2022-02-14;UB_Girones;ultrafiltració;2022-02-15;MS2;0.00;1000.00;2022-02-17;80.00;800.00;0.30;266.67;140.00;70.00;5.00;2.67;;MS2;375.00;1631.25;3540.00;26.84;27.77;30.51;30.83;7463055.28;4.30;Infinity;N1;375.00;1901.25;3622.50;34.86;34.84;36.20;35.87;77435.31;2.31;1495740477464.36;454439897772.50;-0,3505;-0,360421312;-0,931707508;N2;375.00;1631.25;3540.00;36.45;36.79;41.97;39.01;6992.91;1.27;135075058270.31;272371117586.00;-0,2791;-0,289046233;NaN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,00715;PLATEAU;-0,215744401;0,201444401;-1,632870095;"0; 7; 14";"4.8889; 5.2394; 4.7888";Abans de dessorrador/desgreixador;FALSE;Automàtic;;;1;24;20 min;2022-02-14;2022-02-15;19316.00;19316;1501.00;332.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DMAN;;15.86;111;355;158;25;20;24;22;8;7;5;10;13;16;8;0;0;0;0;27898;DMAN-2022-02-14;UB_Girones;ultrafiltració;2022-02-15;MS2;0.00;1000.00;2022-02-17;80.00;800.00;0.30;266.67;140.00;70.00;5.00;2.67;;MS2;375.00;1631.25;3540.00;24.99;25.58;29.40;29.42;22931903.08;4.79;Infinity;N1;375.00;1901.25;3622.50;33.77;33.98;100.00;35.80;38897.10;2.02;170534606804.92;NaN;0,1843;0,17415104;NaN;N2;375.00;1631.25;3540.00;37.53;37.62;39.49;100.00;4152.22;1.04;18204389226.24;NaN;-0,0518;-0,061956888;NaN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;4384,25;NaN;NaN;NaN;NaN;NaN;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
